"","id","name","alt","abbr"
"39","738","Department of Protein - DNA Interactions, Institute of Biotechnology, Vilnius University, Vilnius, Lithuania","character(0)","DoP-DIIoBVUVL"
"40","820","Ecological Genomic and Adaptation Group, Beijing Institutes of Life Science, Chinese Academy of Sciences, Beijing, China","character(0)","EGaAGBIoLSCAoSBC"
"41","1813","Medicine Assisted by Scientific Computing (MACC), National Institute of Science and Technology, Rio de Janeiro, Brasil","character(0)","MACC"
"42","2374","Protein Data Bank in Europe, European Bioinformatics Institute (EMBL-EBI) European Molecular Biology Laboratory","character(0)","EMBL-EBI"
"43","258","Biological Network Modelling Center (BNMC), Beckman Institute, California Institute of Technology (Caltech), Pasadena, CA, USA","character(0)","Caltech"
"44","775","Division Signaling and Functional Genomics, German Cancer Research Center (DKFZ) and University of Heidelberg, Heidelberg, Germany","character(0)","DKFZ"
"45","768","DISS Working Group, National Institute of Geophysics and Volcanology (Istituto Nazionale di Geofisica e Vulcanologia, INGV), Rome, Italy","character(0)","Istituto Nazionale di Geofisica e Vulcanologia, INGV"
"46","2664","Subject Analysis and Access Group, International Federation of Library Associations and Institutions (IFLA), The Hague, The Netherlands","character(0)","IFLA"
"47","2705","TAPIR task group (TDWG)","character(0)","TDWG"
"48","2408","RDML consortium; MIQE working group","character(0)","RcMwg"
"49","2548","Sequence Ontology Administrators","character(0)","SqOA"
"50","1288","HUPO-PSI initiative; MOD administrators","character(0)","HiMa"
"51","1615","Juan de la Cierva, Madrid, Spain","character(0)","JdlCMS"
"52","1039","Forums for Integrative Phenomics, NIH","character(0)","FfIPN"
"53","410","Center for Communications Research, San Diego, USA","character(0)","CfCRSDU"
"54","961","European Union FP6 Interaction Proteome project","character(0)","EUFIPp"
"55","2738","The 13th Five-year Informatization Plan of Chinese Academy of Sciences","character(0)","T1FIPoCAoS"
"56","733","Department of Pharmaceutical Biosciences, Uppsala University","character(0)","DoPBUU"
"57","1746","Maize Genetics and Genomoics Database (MaizeGDB) Working Group","character(0)","MaizeGDB"
"58","1254","HLA Informatics Group, Anthony Nolan Research Institute, London, UK","character(0)","HIGANRILU"
"59","1514","International Scientific and Technological Cooperation project of China","character(0)","ISaTCpoC"
"60","1299","IAGA Division V - Geomagnetic Observatories, Surveys and Analyses","character(0)","IDV-GOSaA"
"61","12","863 Program, National High Technology Research and Development Program of China","character(0)","8PNHTRaDPoC"
"62","1753","Marie Curie 6th EU-6FP Research Training Network 'DNA Enzymes', Europe","character(0)","MC6ERTN'EE"
"63","1750","Manitoba Centre for Proteomics and Systems Biology (MCPSB), Winnipeg, Canada","character(0)","MCPSB"
"64","411","Center for Genomics and Systems Biology, Department of Biology, New York University","character(0)","CfGaSBDoBNYU"
"65","743","Graduate School of Information Science, Nagoya University","character(0)","GSoISNU"
"66","670","Institute of Microbiology, Technische Universität Braunschweig","character(0)","IoMTUB"
"67","1257","Robinson-Rechavi Group - Evolutionary Bioinformatics","character(0)","RG-EB"
"68","3054","Genetics Institute, University of Florida","character(0)","GIUoF"
"69","3109","UO Libraries, University of Oregon","character(0)","ULUoO"
"70","283","3DEXPERIENCE","character(0)","3DEX"
"71","1055","Faculty of Computer Science, Free University of Bozen-Bolzano","character(0)","FoCSFUoB"
"72","1192","Fisheries and Oceans Canada in the Pacific Region, Institute of Ocean Sciences, Government of Canada","character(0)","FaOCitPRIoOSGoC"
"73","1546","University Library, Iowa State University","character(0)","ULISU"
"74","1730","Neurobiology, Faculty of Biology, Ludwig-Maximilians-Universität München","character(0)","NFoBLM"
"75","3050","Climatic Research Unit, University of East Anglia","character(0)","CRUUoEA"
"76","3051","School of Environmental Sciences, University of East Anglia","character(0)","SoESUoEA"
"77","3075","Department of Ecology and Evolution, University of Lausanne","character(0)","DoEaEUoL"
"78","3146","Department of Microbiology and Ecosystem Science, University of Vienna","character(0)","DoMaESUoV"
"79","612","Albert R. Mann Library, Cornell University","character(0)","ARMLCU"
"80","634","Centre of Conceptual Modelling and Implementation, Faculty of Information Technology, Czech Technical University in Prague","character(0)","CoCMaIFoITCTUiP"
"81","171","CRUK Barts Centre","character(0)","CRBC"
"82","679","Bioinformatics and Computational Biology Unit, Molecular Genetics Laboratory, University of Rome Tor Vergata","character(0)","BaCBUMGLUoRTV"
"83","1464","Department of Electronics and Computer Science, University of Southampton","character(0)","DoEaCSUoS"
"84","2280","Ottawa Hospital Research Institute","character(0)","OHRI"
"85","2537","The Moritz Lab, Institute for Systems Biology","character(0)","TMLIfSB"
"86","1684","Lamond Group, Centre for Gene Regulation & Expression, School of Life Sciences, University of Dundee","character(0)","LGCfGR&ESoLSUoD"
"87","218","Gilson Lab, Skaggs School of Pharmacy and Pharmaceutical Sciences, University of California San Diego","character(0)","GLSSoPaPSUoCSD"
"88","843","ELIXIR-UK","character(0)","ELIX"
"89","1913","Public Health Research Data ForumPublic Health Research Data Forum","character(0)","PHRDFHRDF"
"90","2240","Department of Genetic Medicine, McKusick-Nathans Institute of Genetic Medicine, Johns Hopkins Medicine","character(0)","DoGMMIoGMJHM"
"91","2847","Chapel Hill Eshelman School of Pharmacy, University of North Carolina","character(0)","CHESoPUoNC"
"92","901","Genome Bioinformatics Group, UCSC Genomics Institute, University of California Santa Cruz","character(0)","GBGUGIUoCSC"
"93","1439","BioUML","character(0)","BUML"
"94","2422","Research and development on priority directions of science and technology in Russia, 2014-2020","character(0)","RadopdosatiR2"
"95","260","Biological Sciences Research Group, Instituto Superior Tecnico","character(0)","BSRGIST"
"96","1731","Faculty of Biology, Ludwig-Maximilians-University Munich","character(0)","FoBLM"
"97","1776","Mauricio B. Almeida lab, Federal University of Minas Gerais","character(0)","MBAlFUoMG"
"98","1669","The Onami Laboratory, Laboratory for Developmental Dynamics, RIKEN Quantitative Biology Center","character(0)","TOLLfDDRQBC"
"99","3124","Mark and Mary Stevens Neuroimaging and Informatics Institute, University of Southern California","character(0)","MaMSNaIIUoSC"
"100","835","Departamento de Ingeniería de Software e Inteligencia Artificial, Universidad Complutense","character(0)","DdIdSeIAUC"
"101","164","Donnelly Centre for Cellular and Biomolecular Research, University of Toronto","character(0)","DCfCaBRUoT"
"102","1127","Institute of Microbiology and Genetics, Georg-August-Universitat Gottingen","character(0)","IoMaGGG"
"103","2990","Department of Biochemistry, Universiteit Stellenbosch","character(0)","DoBUS"
"104","2205","Oat Global, St Paul, MN","character(0)","OGSPM"
"105","1110","Genome Canada, 2015 Bioinformatics and Computational Biology B/CB","character(0)","GC2BaCBB"
"106","1101","Generation Challenge Programme","character(0)","GnCP"
"107","1617","Giessen University","character(0)","GssU"
"108","1780","GISAID Project, Max Planck Society","character(0)","GPMPS"
"109","2669","Surveillance Lab, McGill University","character(0)","SLMU"
"110","1015","Finsen Laboratory","character(0)","FnsL"
"111","422","Center for Hierarchical Materials Design, Northwestern University","character(0)","CfHMDNU"
"112","47","LabEx AGRO, Agropolis Fondation","character(0)","LAAF"
"113","1968","National Center for Protein Sciences, Beijing","character(0)","NCfPSB"
"114","3181","Versailles-Grignon Research Centre, INRA","character(0)","VRCI"
"115","1292","HUPO-PSI initiative, Separation working group","character(0)","HiSwg"
"116","2805","Mouse Biology Program, UC Davis","character(0)","MBPUD"
"117","2653","Faculty of medecine, Ottawa","character(0)","FomO"
"118","1469","Intergruppo Melanoma Italiano","character(0)","InMI"
"119","2518","School of Plant Sciences, University of Arizona","character(0)","SoPSUoA"
"120","696","Department of Computer Science, Brunel University","character(0)","DoCSBU"
"121","828","Edwards Group, University of Western Australia","character(0)","EGUoWA"
"122","666","Institute of Anatomy, University of Rostock","character(0)","IoAUoR"
"123","2337","POLAPGEN Applied Genetics and Genomics Consortium","character(0)","PAGaGC"
"124","1213","Harvard Medical School","character(0)","HrMS"
"125","34","Bioinformatique, Programme d'Investissements d'Avenir, National Research Agency (ANR)","character(0)","ANR"
"126","2367","Programme d'Investissements d'Avenir, National Research Agency (ANR)","character(0)","ANR"
"127","2815","BHBD Open Biodiversity and Health Big Data Initiative","character(0)","BOBaHBDI"
"128","324","Committee Standards IST/36 Geographic information, British Standards Institution (BSI)","character(0)","BSI"
"129","516","Churchill Lab, The Jackson Laboratory","character(0)","CLTJL"
"130","2437","Préfecture Région Rhône-Alpes","character(0)","PRR-"
"131","1092","Gautheret Lab, Institute for Integrative Biology of the Cell","character(0)","GLIfIBotC"
"132","707","Department of Epidemiology and Biostatistics, University of Texas Health Science Center at San Antonio","character(0)","DoEaBUoTHSCaSA"
"133","2154","New York University Grossman School of Medicine","character(0)","NYUGSoM"
"134","580","Computational Biology Ph.D. Program, Cornell University","character(0)","CBPPCU"
"135","2657","Structural Bioinformatics and Molecular Modelling Group, CRBM","character(0)","SBaMMGC"
"136","2320","Philip Morris International R&D, Philip Morris Products S.A","character(0)","PMIRPMPS"
"137","672","Department of Bioinformatics, Fraunhofer Institute for Algorithms and Scientific Computing","character(0)","DoBFIfAaSC"
"138","579","Computational Biology Group, Aberystwyth University","character(0)","CBGAU"
"139","721","Department of Knowledge Technologies, Jozef Stefan institute","character(0)","DoKTJSi"
"140","1220","RIKEN Information Systems Division","character(0)","RISD"
"141","769","Division of Computational Biology, School of Life Sciences, University of Dundee","character(0)","DoCBSoLSUoD"
"142","2661","Structural Biology and Bioinformatics Division Indian, Indian Institute of Chemical Biology","character(0)","SBaBDIIIoCB"
"143","2511","School of Computer Science and Engineering, The Hebrew University of Jerusalem","character(0)","SoCSaETHUoJ"
"144","1199","Graphics and Vision Research Group, University of Base","character(0)","GaVRGUoB"
"145","468","Centre for Proteomic and Genomic Research","character(0)","CfPaGR"
"146","646","Database Integration Coordination Program from the National Bioscience Database Center","character(0)","DICPftNBDC"
"147","851","EMBL-EBI Industry Partnerships, EMBL-EBI, Wellcome Genome Campus, Hinxton","character(0)","EIPEWGCH"
"148","1642","Knowledge Discovery & Bioinformatics Research Group, Instituto Superior Tecnico","character(0)","KD&BRGIST"
"149","2517","Faculty of Biology, Medicine and Health, University of Manchester","character(0)","FoBMaHUoM"
"150","1979","National Collaborative Research Infrastructure Strategy","character(0)","NCRIS"
"151","414","Center for Computational Mass Spectrometry, University of California San Diego","character(0)","CfCMSUoCSD"
"152","868","Environment and natural resources Canada","character(0)","EanrC"
"153","3070","Department of Animal Science, University of Iowa","character(0)","DoASUoI"
"154","2538","Mycology and aerobiology, Sciensano","character(0)","MaaS"
"155","2508","School of Biomedical Informatics, University of Texas Health Science Center","character(0)","SoBIUoTHSC"
"156","1991","National Genomics Data Center, China National Center for Bioinformation / Beijing Institute of Genomics, Chinese Academy of Sciences","character(0)","NGDCCNCfB/BIoGCAoS"
"157","681","Department of Biomedical Informatics, University of California at San Diego Health","character(0)","DoBIUoCaSDH"
"158","1076","Functional Genomics Team, European Bioinformatics Institute","character(0)","FGTEBI"
"159","587","Amos Bairoch - Lydie Lane's group, Swiss Institute of Bioinformatics","character(0)","AB-LLgSIoB"
"160","2347","Population Dynamics Branch, Eunice Kennedy Shriver National Institute of Child Health and Human Development","character(0)","PDBEKSNIoCHaHD"
"161","1569","Instituto de Tecnologia Química e Biológica","character(0)","IdTQeB"
"162","1883","Mouse Models of Human Cancers Consortium","character(0)","MMoHCC"
"163","2159","Office of Data Science Strategy","character(0)","OoDSS"
"164","834","European Joint Programme on Rare Diseases","character(0)","EJPoRD"
"165","1946","Ocean Biology Processing Group, National Aeronautics and Space Administration","character(0)","OBPGNAaSA"
"166","2934","Corn Insects and Crop Genetics Research Unit, Agricultural Research Service, United States Department of Agriculture","character(0)","CIaCGRUARSUSDoA"
"167","2935","Crop Germplasm Research Unit, Agricultural Research Service, United States Department of Agriculture","character(0)","CGRUARSUSDoA"
"168","2940","World Agricultural Outlook Board, United States Department of Agriculture","character(0)","WAOBUSDoA"
"169","2946","Bureau of Transportation Statistics, United States Department of Transportation","character(0)","BoTSUSDoT"
"170","2947","National Transportation Library, United States Department of Transportation","character(0)","NTLUSDoT"
"171","3253","World Medical Association","character(0)","WrMA"
"172","2899","UK Science & Innovation Network in Japan","character(0)","US&INiJ"
"173","1614","JSPS Grants-in-Aid for Scientific Research","character(0)","JGfSR"
"174","1930","Nanotechnology Characterization Laboratory","character(0)","NnCL"
"175","2863","Centre Universitaire d'Informatique, Université de Genève","character(0)","CUdUdG"
"176","2989","Department of Bioinformatics, Universiteit Maastricht","character(0)","DoBUM"
"177","2907","The Joint Research Unit for Microbiology and Food Process Engineering","character(0)","TJRUfMaFPE"
"178","1070","Functional Genomics Data Society","character(0)","FGDS"
"179","1667","Laboratory for Applied Ontology","character(0)","LfAO"
"180","1881","Laboratory for Computational Physiology, Massachusetts Institute of Technology","character(0)","LfCPMIoT"
"181","2427","Research for Sustainable","character(0)","RsfS"
"182","247","Bioinformatics Portal Site","character(0)","BnPS"
"183","2840","Tanenbaum Open Science Institute","character(0)","TOSI"
"184","3170","Land Processes Distributed Active Archive Center","character(0)","LPDAAC"
"185","259","Biological Pathway Exchange community","character(0)","BPEc"
"186","2635","State Secretariat for Education, Research and Innovation","character(0)","SSfERaI"
"187","3246","World Data Center for Climate, Hamburg","character(0)","WDCfCH"
"188","2267","Chinese Governement Scholarship","character(0)","ChGS"
"189","2707","Taxon Names and Concepts Interest Group, TDWG","character(0)","TNaCIGT"
"190","1465","Inter-American Institute for Cooperation on Agriculture","character(0)","IIfCoA"
"191","536","Climate Change Centre Austria","character(0)","CCCA"
"192","2012","National Institute of Biotechnology in the Negev Ltd.","character(0)","NIoBitNL"
"193","107","Archives in London and the M25","character(0)","AiLatM"
"194","1364","Institut de Biologia Fonamental i Biomedicina","character(0)","IdBFiB"
"195","1457","Instruct Image Processing Center","character(0)","IIPC"
"196","2105","NCBI Computational Biology Branch","character(0)","NCBB"
"197","2333","European Plant Phenotyping Network, European Commission FP7","character(0)","EPPNECF"
"198","476","Centre of Excellence in Infectious Diseases Research, University of Liverpool","character(0)","CoEiIDRUoL"
"199","1073","Functional Genomics Data Society, Minimum Information about a high-throughput SEQuencing Experiment working group","character(0)","FGDSMIaahSEwg"
"200","1509","International Board for Plant Genetic Resources","character(0)","IBfPGR"
"201","1395","Institute for Surgical Technology and Biomechanics","character(0)","IfSTaB"
"202","2631","State key Laboratory of Urban Water Resources and Environment","character(0)","SkLoUWRaE"
"203","2872","Trans-national infrastructure for plant genomic science","character(0)","Tifpgs"
"204","894","EU Joint Programme Neurodegenerative Disease Research","character(0)","EJPNDR"
"205","1432","Institute of Molecular Medicine","character(0)","IoMM"
"206","1893","Monitoring Atmospheric Composition and Climate","character(0)","MACaC"
"207","1607","Joint Commission for Oceanography and Marine Meteorology","character(0)","JCfOaMM"
"208","2364","Programa Operacional Potencial Humano","character(0)","POPH"
"209","1349","Infrastructures en Biologie Santé et Agronomie","character(0)","IeBSeA"
"210","361","Canadian Integrated Ocean Observing System Atlantic","character(0)","CIOOSA"
"211","1762","Marine Environmental Observation, Prediction and Response Network","character(0)","MEOPaRN"
"212","1676","Laboratory of Integrative Structural & Chemical Biology","character(0)","LoIS&CB"
"213","3249","World Data System, International Council for Science","character(0)","WDSICfS"
"214","272","Biophysics and Structural Biology Lab, ACTREC","character(0)","BaSBLA"
"215","714","Department of Genome Sciences, University of Washington","character(0)","DoGSUoW"
"216","429","Center for Microbial Oceanography: Research and Education","character(0)","CfMORaE"
"217","1180","Global Resource Information Database - Geneva","character(0)","GRID-G"
"218","2927","United Nations Office for Disaster Risk Reduction","character(0)","UNOfDRR"
"219","2435","Resource Description and Access Vocabularies, Steering Committee","character(0)","RDaAVSC"
"220","1989","National eResearch Collaboration Tools and Resources project","character(0)","NeCTaRp"
"221","108","Arctic Environment Research Center, National Institute of Polar Research","character(0)","AERCNIoPR"
"222","1346","Information Sciences Institute, University of Southern California","character(0)","ISIUoSC"
"223","1491","International Fund for Advanced Research in Allergy and Immunology","character(0)","IFfARiAaI"
"224","1520","International Society for Pharmacoeconomics and Outcomes Research","character(0)","ISfPaOR"
"225","2751","Centre for Agriculture and the Bioeconomy, Queensland University of Technology","character(0)","CfAatBQUoT"
"226","578","Computational Biology Center, Memorial Sloan-Kettering Cancer Center","character(0)","CBCMSCC"
"227","44","Agriculture and Food Research Initiative (AFRI), National Institute of Food and Agriculture, Washington, DC, USA","character(0)","AFRI"
"228","413","Center for Computational Biology and Bioinformatics, Koe University","character(0)","CfCBaBKU"
"229","155","Autism Brain Imaging Data Exchange, International Neuroimaging Datasharing Initiative","character(0)","ABIDEINDI"
"230","256","Biological Descriptions, Biological Descriptions interest group","character(0)","BDBDig"
"231","906","European AIDS Clinical Society","character(0)","EACS"
"232","1275","Human Heredity and Health in Africa Initiative, National Institutes of Health","character(0)","HHaHiAINIoH"
"233","362","Canadian Integrated Ocean Observing System","character(0)","CIOOS"
"234","1378","Institute for Bioinformatics Research and Development, Japan Science and Technology Agency","character(0)","IfBRaDJSaTA"
"235","2919","Unité de Recherche Genomique Info, National Research Institute for Agriculture, Food and Environment","character(0)","UdRGINRIfAFaE"
"236","3247","World Data Centers in Russia and Ukraine","character(0)","WDCiRaU"
"237","65","All-Russia Research Institute of Hydrometeorological Information - World Data Centre","character(0)","ARIoHI-WDC"
"238","2516","Manchester University NHS Foundation Trust","character(0)","MUNFT"
"239","250","Bioinformatics Resource Centers, National Institute of Allergy and Infectious Diseases, National Institutes of Health","character(0)","BRCNIoAaIDNIoH"
"240","3271","Yokohama Institute for Earth Science, Japan Ministry for Marine-Earth Science and Technology","character(0)","YIfESJMfMSaT"
"241","1646","Korean Bioinformation Center, Korea Research Institute of Bioscience and Biotechnology","character(0)","KBCKRIoBaB"
"242","1595","Japan Society for the Promotion of Science","character(0)","JSftPoS"
"243","556","College of Engineering and Computer Science","character(0)","CoEaCS"
"244","1355","Innovation in Medical Evidence Development and Surveillance Program, Reagan-Udall Foundation","character(0)","IiMEDaSPRF"
"245","1097","Audubon Core Interest Group","character(0)","ACIG"
"246","3403","Hansung University","character(0)","HnsU"
"247","3409","IDPfun","character(0)","IDPf"
"248","773","Division of Sleep Medicine, Harvard University","character(0)","DoSMHU"
"249","1672","Faculty of Biology, Adam Mickiewicz University","character(0)","FoBAMU"
"250","406","The Lowe Lab, Biomolecular Engineering, University of California Santa Cruz","character(0)","TLLBEUoCSC"
"251","2084","Translational Medical Device Laboratory","character(0)","TMDL"
"252","2181","Mattingly Lab","character(0)","MttL"
"253","2272","Center for Quantitative Life Sciences","character(0)","CfQLS"
"254","2451","Departamento de Tecnologia da Informaçao e Educaçao em Saude","character(0)","DdTdIeEeS"
"255","3008","AI.MED lab","character(0)","AI.l"
"256","3019","Biodiversity and Ecoinformatics, Department of Mycology, University of Bayreuth","character(0)","BaEDoMUoB"
"257","3020","Department of Mycology, University of Bayreuth","character(0)","DoMUoB"
"258","3052","Institute for Adaptive and Neural Computation, The University of Edinburgh","character(0)","IfAaNCTUoE"
"259","3063","Tang Lab, University of Helsinki","character(0)","TLUoH"
"260","3090","Centre for Digital Transformation of Health, University of Melbourne","character(0)","CfDToHUoM"
"261","3267","Department of Computer Science, Yale University","character(0)","DoCSYU"
"262","1437","Institute of Social and Preventive Medicine (ISPM), University of Bern, Bern, Switzerland","character(0)","ISPM"
"263","1556","Instituto Superior de Engenharia de Lisboa","character(0)","ISdEdL"
"264","2269","Genetic and Rare Diseases Information Center, National Institutes of Health","character(0)","GaRDICNIoH"
"265","2577","Society for Laboratory Automation and Screening","character(0)","SfLAaS"
"266","837","e-LICO","character(0)","e-LI"
"267","999","FBIRN","character(0)","FBIR"
"268","848","Life Sciences, Elsevier","character(0)","LS,E"
"269","899","Euratom","character(0)","Ertm"
"270","1426","Gilbert Greub Lab, Institute of Microbiology, Lausanne University Hospital and University of Lausanne, Switzerland","character(0)","GGLIoMLUHaUoLS"
"271","590","Computer Science Department, Rensselaer Polytechnic Institute, New York, NY, USA","character(0)","CSDRPINYNU"
"272","1383","Institute for Geophysics, University of Texas at Austin, Austin, TX, USA","character(0)","IfGUoTaAATU"
"273","2298","Rhône-Alpes Bioinformatics Center","character(0)","R-BC"
"274","1714","Life sciences, genomics and biotechnology for health, European Commission (EC) FP6","character(0)","EC"
"275","829","EGL Charitable Foundation","character(0)","EGCF"
"276","852","Biological Small Angle Scattering Group, EMBL Hamburg","character(0)","BSASGEH"
"277","3331","Royal Society Publishing","character(0)","RySP"
"278","106","ARC Centres of Excellence","character(0)","ACoE"
"279","2163","NIH Data Commons","character(0)","NIDC"
"280","856","Royal Botanic Garden, London","character(0)","RBGL"
"281","2350","RNA Salon Poznan","character(0)","RNSP"
"282","2118","NERC Environmental Bioinformatics Centre","character(0)","NEBC"
"283","1909","MTA-ELTE Bioinformatics Research Group","character(0)","MBRG"
"284","2128","Durrer Center, Netherlands Heart Institute","character(0)","DCNHI"
"285","2479","Saccharomyces Genome Database Staff","character(0)","SGDS"
"286","2800","Metabolomics Innovation Centre","character(0)","MtIC"
"287","1397","Institute for Theoretical Chemistry","character(0)","IfTC"
"288","2788","The Institute for Quantitative Social Service, Harvard University","character(0)","TIfQSSHU"
"289","425","Center for iPS Cell Research and Application, Kyoto University","character(0)","CfiCRaAKU"
"290","1903","Institute of Genetics and Cancer, University of Edinburgh","character(0)","IoGaCUoE"
"291","1343","Center of Informatics, Federal University of Pernambuco","character(0)","CoIFUoP"
"292","1949","National and International Skin Registry Solutions","character(0)","NaISRS"
"293","480","Centro de Informatica e Sistemas da Universidade de Coimbra","character(0)","CdIeSdUdC"
"294","729","Department of Molecular Biology, The Scripps Research Institute","character(0)","DoMBTSRI"
"295","1609","Joseph P. Healey Research Grant Program, University of Massachusetts Boston","character(0)","JPHRGPUoMB"
"296","458","Liverpool Shared Research Facilities, Faculty of Health and Life Sciences, University of Liverpool","character(0)","LSRFFoHaLSUoL"
"297","2810","Be The Match","character(0)","BThM"
"298","2857","Paul Thomas lab, University of Southern California","character(0)","PTlUoSC"
"299","2237","Cancer Biology and Genetics, Ohio State University","character(0)","CBaGOSU"
"300","1167","Global Biodiversity Information Facility in Spain","character(0)","GBIFiS"
"301","1659","Harbin Institute of Technology","character(0)","HIoT"
"302","3275","Noble Research Institute","character(0)","NbRI"
"303","1420","Institute of Systems, Molecular and Integrative Biology, University of Liverpool","character(0)","IoSMaIBUoL"
"304","1002","Federal Institute for Risk Assessment, Berlin, Germany","character(0)","FIfRABG"
"305","1006","Federal Office of Meteorology and Climatology MeteoSwiss, Zurich, Switzerland","character(0)","FOoMaCMZS"
"306","1007","Federal Service for Hydrometeorology and Environmental Monitoring, Moscow, Russia","character(0)","FSfHaEMMR"
"307","1008","Federal University of Ceará","character(0)","FUoC"
"308","100","Anthony Nolan Research Institute, London, UK","character(0)","ANRILU"
"309","1012","Finnish  Meteorological Institute","character(0)","FnMI"
"310","1013","Finnish Museum of Natural History","character(0)","FMoNH"
"311","1016","Finska lakaresellskapet, Helsinki, Finland","character(0)","FlHF"
"312","1020","FIZ Karlsruhe, Germany","character(0)","FIKG"
"313","1021","Florida Medical Entomology Lab, University of Florida-IFAS, Vero Beach, FL, USA","character(0)","FMELUoFVBFU"
"314","1022","Fluminense Federal University, Niterai, RJ, Brazil","character(0)","FFUNRB"
"315","1024","Fondation Innovations en Infectiologie","character(0)","FIeI"
"316","1025","Fondation pour la Recherche contre le Cancer (ARC), Villejuif, France","character(0)","ARC"
"317","1030","Fondo de Investigación en Salud del Instituto Mexicano del Seguro Social","character(0)","FdIeSdIMdSS"
"318","1031","Fonds De La Recherche Scientifique (FNRS), France","character(0)","FNRS"
"319","1034","Food and Agriculture Organization of the United Nations (FAO)","character(0)","FAO"
"320","1035","Foreign Agricultural Service (FAS), Washington, DC, USA","character(0)","FAS"
"321","1036","Forschungszentrum Juelich, Juelich, Germany","character(0)","FJJG"
"322","1042","Foundation for Polish Science, Warsaw, Poland","character(0)","FfPSWP"
"323","1044","Foundation for the National Institutes of Health (FNIH), Bethesda, MD, USA","character(0)","FNIH"
"324","1046","Francis Crick Institute, London, UK","character(0)","FCILU"
"325","1049","Fraunhofer Institute for Molecular Biology and Applied Ecology (Fraunhofer IME), Germany","character(0)","Fraunhofer IME"
"326","1053","Freeport-McMoRan Corporation, Phoenix, AZ, USA","character(0)","FCPAU"
"327","1059","French Ministry of Education, Research and Innovation","character(0)","FMoERaI"
"328","105","Applied Physics Laboratory, John Hopkins University, Maryland, USA","character(0)","APLJHUMU"
"329","1060","French Ministry of Education, Research and Technology, France","character(0)","FMoERaTF"
